Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_More_Than_Months,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
6,Fresh_Graduate,,21.0,yes,2,3,15.0,2.0,,,2,flat,11.0,Kuala Lumpur,1.0,5376.0,958242.0,7726.0,Accept,9
6,Fresh_Graduate,455047.0,18.0,no,2,3,15.0,2.0,,5.0,1,flat,,Kuala Lumpur,,9552.0,1405917.0,,Accept,9
6,Fresh_Graduate,475913.0,21.0,yes,2,3,15.0,2.0,2.0,5.0,2,flat,11.0,Kuala Lumpur,,,715085.0,7937.0,Accept,9
6,Fresh_Graduate,694935.0,14.0,no,2,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,,5618.0,460373.0,18780.0,Reject,6
6,Fresh_Graduate,410670.0,19.0,yes,2,3,15.0,2.0,2.0,5.0,1,flat,11.0,Kuala Lumpur,,,495839.0,,Accept,7
6,Fresh_Graduate,,18.0,no,2,3,15.0,,2.0,5.0,3,flat,11.0,Kuala Lumpur,2.0,7553.0,796169.0,19088.0,Reject,8
6,Fresh_Graduate,227813.0,19.0,yes,2,3,,,2.0,,2,flat,11.0,Kuala Lumpur,,8779.0,1064646.0,12056.0,Accept,6
6,Fresh_Graduate,,16.0,no,2,3,15.0,,2.0,5.0,1,flat,11.0,Kuala Lumpur,3.0,12490.0,815888.0,,Accept,7
6,Fresh_Graduate,529758.0,19.0,yes,2,3,15.0,2.0,,,3,flat,11.0,Kuala Lumpur,3.0,3678.0,1321583.0,14458.0,Accept,6
6,Fresh_Graduate,666921.0,18.0,no,2,3,,2.0,2.0,5.0,2,flat,,Kuala Lumpur,2.0,,,14880.0,Accept,8
6,Fresh_Graduate,784784.0,15.0,yes,2,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,2.0,,1024216.0,11090.0,Accept,6
6,Fresh_Graduate,,15.0,no,2,3,,2.0,,,1,flat,11.0,Kuala Lumpur,,11808.0,424148.0,,Accept,7
6,Fresh_Graduate,372812.0,12.0,yes,2,3,15.0,2.0,,5.0,1,flat,11.0,Kuala Lumpur,2.0,8529.0,669160.0,13726.0,Accept,8
6,Fresh_Graduate,754333.0,19.0,no,2,3,15.0,2.0,,,3,flat,11.0,Kuala Lumpur,,3913.0,447282.0,7534.0,Reject,9
6,Fresh_Graduate,773691.0,14.0,yes,2,3,15.0,,2.0,,2,flat,11.0,Kuala Lumpur,2.0,6822.0,715808.0,7622.0,Reject,6
6,Fresh_Graduate,785965.0,15.0,no,2,3,15.0,,,,1,flat,11.0,Kuala Lumpur,3.0,11225.0,604421.0,18899.0,Accept,9
6,Fresh_Graduate,,,yes,2,3,15.0,2.0,2.0,,3,flat,11.0,Kuala Lumpur,,10627.0,1280939.0,18209.0,Accept,7
6,Fresh_Graduate,310542.0,11.0,no,2,3,15.0,2.0,2.0,5.0,3,flat,,Kuala Lumpur,,,1290697.0,,Accept,6
6,Fresh_Graduate,513725.0,17.0,yes,2,3,,,2.0,5.0,2,flat,11.0,Kuala Lumpur,,4116.0,1289390.0,18836.0,Reject,6
6,Fresh_Graduate,648122.0,,no,2,3,15.0,,,5.0,2,flat,11.0,Kuala Lumpur,2.0,,691681.0,,Accept,8
6,Fresh_Graduate,676897.0,17.0,yes,2,3,15.0,2.0,2.0,5.0,1,flat,11.0,Kuala Lumpur,3.0,3949.0,,12146.0,Accept,9
6,Fresh_Graduate,202535.0,21.0,no,2,3,15.0,2.0,2.0,5.0,3,flat,,Kuala Lumpur,,11532.0,,16720.0,Accept,7
6,Fresh_Graduate,383232.0,19.0,yes,2,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,2.0,,957220.0,,Accept,8
6,Fresh_Graduate,246771.0,22.0,no,2,3,15.0,2.0,2.0,,2,flat,11.0,Kuala Lumpur,,,1033385.0,,Reject,7
6,Fresh_Graduate,712488.0,15.0,yes,2,3,,,2.0,5.0,1,flat,11.0,Kuala Lumpur,1.0,7089.0,1022938.0,19736.0,Reject,8
6,Fresh_Graduate,617265.0,20.0,no,2,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,,12147.0,,12044.0,Accept,8
6,Fresh_Graduate,145795.0,,yes,2,3,15.0,2.0,2.0,,1,flat,11.0,Kuala Lumpur,1.0,,990945.0,19170.0,Reject,7
6,Fresh_Graduate,,17.0,no,2,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,3.0,5286.0,1045293.0,10753.0,Accept,8
6,Fresh_Graduate,,15.0,yes,2,3,,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,,9265.0,1028583.0,19158.0,Accept,7
6,Fresh_Graduate,514359.0,,no,2,3,15.0,2.0,,5.0,2,flat,11.0,Kuala Lumpur,1.0,6461.0,1010513.0,16697.0,Accept,7
6,Fresh_Graduate,110991.0,15.0,yes,2,3,15.0,2.0,2.0,,2,flat,11.0,Kuala Lumpur,1.0,11934.0,801880.0,,Reject,7
6,Fresh_Graduate,537363.0,15.0,no,2,3,,2.0,,,3,flat,11.0,Kuala Lumpur,,7283.0,609571.0,19388.0,Accept,8
6,Fresh_Graduate,467024.0,21.0,yes,2,3,,2.0,,5.0,2,flat,11.0,Kuala Lumpur,2.0,6495.0,1161224.0,11983.0,Accept,7
6,Fresh_Graduate,,13.0,no,2,3,15.0,2.0,2.0,,3,flat,11.0,Kuala Lumpur,3.0,11123.0,1051600.0,9848.0,Accept,6
6,Fresh_Graduate,182172.0,15.0,yes,2,3,15.0,2.0,,5.0,2,flat,11.0,Kuala Lumpur,,6969.0,767864.0,,Accept,8
6,Fresh_Graduate,701697.0,10.0,no,2,3,15.0,,2.0,5.0,3,flat,,Kuala Lumpur,3.0,8954.0,1157536.0,,Reject,9
6,Fresh_Graduate,699585.0,18.0,yes,2,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,1.0,3870.0,1275109.0,,Accept,7
6,Fresh_Graduate,,23.0,no,2,3,15.0,2.0,,5.0,3,flat,11.0,Kuala Lumpur,,,,19294.0,Accept,8
6,Fresh_Graduate,228437.0,17.0,yes,2,3,15.0,,2.0,5.0,2,flat,11.0,Penang,3.0,,,12904.0,Accept,8
6,Fresh_Graduate,461254.0,15.0,no,2,3,15.0,2.0,,5.0,3,flat,11.0,Penang,,11019.0,846764.0,,Accept,8
6,Fresh_Graduate,,22.0,yes,2,3,,2.0,2.0,,3,flat,11.0,Penang,,9676.0,1125383.0,18384.0,Reject,8
6,Fresh_Graduate,243250.0,22.0,no,2,3,15.0,,2.0,,1,flat,11.0,Penang,3.0,6369.0,666969.0,,Accept,8
6,Fresh_Graduate,197027.0,13.0,yes,2,3,,2.0,2.0,5.0,2,flat,,Penang,2.0,,1447194.0,17844.0,Accept,8
6,Fresh_Graduate,365207.0,22.0,no,2,3,15.0,2.0,,5.0,3,flat,11.0,Penang,,5945.0,1038873.0,14009.0,Accept,8
6,Fresh_Graduate,103585.0,18.0,yes,2,3,,2.0,2.0,5.0,1,flat,11.0,Penang,,11935.0,429975.0,,Accept,6
6,Fresh_Graduate,307473.0,17.0,no,2,3,15.0,2.0,2.0,5.0,2,flat,11.0,Penang,3.0,6016.0,1288039.0,8962.0,Accept,7
6,Fresh_Graduate,,11.0,yes,2,3,15.0,,2.0,,3,flat,11.0,Penang,,4861.0,1210501.0,8369.0,Accept,7
6,Fresh_Graduate,,22.0,no,2,3,,2.0,2.0,5.0,2,flat,11.0,Penang,,8253.0,1163718.0,18201.0,Accept,9
6,Fresh_Graduate,,11.0,yes,2,3,15.0,2.0,2.0,,1,flat,11.0,Penang,3.0,5198.0,1261368.0,9532.0,Accept,9
6,Fresh_Graduate,274274.0,23.0,no,2,3,,2.0,2.0,,3,flat,11.0,Penang,1.0,6356.0,,11048.0,Accept,6
6,Fresh_Graduate,244678.0,14.0,yes,2,3,,2.0,,5.0,1,flat,11.0,Penang,2.0,6129.0,1227765.0,13440.0,Reject,8
6,Fresh_Graduate,,,no,2,3,15.0,2.0,,5.0,2,flat,,Penang,1.0,11563.0,1359828.0,14335.0,Accept,7
6,Fresh_Graduate,483714.0,14.0,yes,2,3,15.0,,,5.0,3,flat,,Penang,3.0,10232.0,1054648.0,7873.0,Reject,9
6,Fresh_Graduate,217921.0,,no,2,3,,,2.0,,3,flat,,Penang,1.0,6147.0,770013.0,,Accept,8
6,Fresh_Graduate,795360.0,11.0,yes,2,3,15.0,2.0,2.0,,1,flat,,Penang,1.0,6312.0,1436984.0,,Reject,6
6,Fresh_Graduate,101209.0,24.0,no,2,3,15.0,2.0,2.0,5.0,3,flat,11.0,Penang,2.0,11733.0,1023589.0,11836.0,Reject,8
6,Fresh_Graduate,330139.0,,yes,2,3,15.0,,2.0,5.0,1,flat,11.0,Penang,,9630.0,437088.0,11699.0,Accept,7
6,Fresh_Graduate,666900.0,21.0,no,2,3,15.0,,2.0,,3,flat,,Penang,3.0,,1142984.0,18288.0,Accept,9
2,Self_Employed,386110.0,13.0,yes,2,3,16.0,4.0,,1.0,2,flat,10.0,Penang,,5333.0,,10227.0,Accept,8
2,Self_Employed,361854.0,,no,2,3,16.0,4.0,4.0,,1,flat,10.0,Penang,2.0,3602.0,983523.0,18314.0,Accept,8
2,Self_Employed,735898.0,13.0,yes,2,3,16.0,,,1.0,3,flat,10.0,Penang,3.0,3982.0,1356555.0,,Accept,9
2,Self_Employed,,11.0,no,2,3,16.0,4.0,4.0,,3,flat,,Penang,1.0,,1008679.0,,Reject,8
2,Self_Employed,,,yes,2,3,16.0,4.0,4.0,,2,flat,10.0,Penang,2.0,9190.0,536531.0,,Accept,9
2,Self_Employed,367958.0,17.0,no,2,3,16.0,4.0,,,1,flat,10.0,Penang,2.0,11553.0,1242682.0,13913.0,Accept,6
2,Self_Employed,472120.0,14.0,yes,2,3,16.0,,4.0,1.0,3,flat,10.0,Penang,1.0,6778.0,667627.0,12326.0,Accept,9
2,Self_Employed,304457.0,12.0,no,2,3,,4.0,,1.0,2,flat,10.0,Penang,1.0,,791322.0,,Accept,6
2,Self_Employed,539483.0,14.0,yes,2,3,16.0,4.0,4.0,,1,flat,10.0,Penang,1.0,,,,Reject,6
2,Self_Employed,,,no,2,3,,4.0,4.0,1.0,3,flat,10.0,Penang,,4209.0,,19597.0,Reject,7
2,Self_Employed,552694.0,18.0,yes,2,3,,4.0,4.0,,2,flat,10.0,Penang,2.0,7216.0,1268167.0,15245.0,Accept,9
2,Self_Employed,332092.0,22.0,no,2,3,16.0,4.0,,1.0,2,flat,10.0,Penang,1.0,10687.0,1281981.0,15593.0,Accept,8
2,Self_Employed,,18.0,yes,2,3,,,4.0,1.0,3,flat,10.0,Penang,1.0,5789.0,1283369.0,11338.0,Accept,9
2,Self_Employed,448270.0,,no,2,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,1.0,4119.0,1236276.0,14555.0,Accept,8
2,Self_Employed,563547.0,23.0,yes,2,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,2.0,12076.0,735712.0,8926.0,Accept,9
2,Self_Employed,774228.0,21.0,no,2,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,3.0,7268.0,619269.0,15274.0,Accept,7
2,Self_Employed,432032.0,22.0,yes,2,3,,4.0,4.0,,2,flat,10.0,Penang,3.0,4697.0,889914.0,11761.0,Accept,7
2,Self_Employed,,24.0,no,2,3,,,,1.0,2,flat,10.0,Penang,,11746.0,984580.0,,Accept,7
2,Self_Employed,426355.0,21.0,yes,2,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,,10530.0,1418409.0,9696.0,Accept,8
2,Self_Employed,737121.0,21.0,no,2,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,2.0,9896.0,885487.0,15092.0,Accept,8
2,Self_Employed,361303.0,19.0,yes,2,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,1.0,4734.0,1044811.0,16074.0,Accept,6
2,Self_Employed,358690.0,11.0,no,2,3,16.0,4.0,4.0,,1,flat,,Penang,1.0,5717.0,843336.0,7918.0,Accept,7
2,Self_Employed,141894.0,,yes,2,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,2.0,7108.0,1399582.0,,Accept,9
2,Self_Employed,375531.0,17.0,no,2,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,1.0,9391.0,1387477.0,17999.0,Accept,9
2,Self_Employed,741450.0,13.0,yes,2,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,1.0,6431.0,466210.0,10732.0,Reject,8
2,Self_Employed,543826.0,,no,2,3,16.0,4.0,4.0,,1,flat,10.0,Penang,2.0,,1397567.0,10751.0,Accept,9
2,Self_Employed,282640.0,,yes,2,3,16.0,,4.0,1.0,3,flat,10.0,Penang,1.0,,1083359.0,17296.0,Accept,7
2,Self_Employed,157339.0,24.0,no,2,3,16.0,4.0,4.0,,3,flat,,Penang,2.0,8359.0,1021353.0,7587.0,Accept,8
2,Self_Employed,518073.0,,yes,2,3,16.0,4.0,4.0,1.0,1,flat,,Penang,,3915.0,601178.0,,Accept,9
2,Self_Employed,,14.0,no,2,3,16.0,,4.0,1.0,1,flat,10.0,Penang,2.0,,,13003.0,Reject,8
2,Self_Employed,344384.0,,yes,2,3,16.0,,,,3,flat,10.0,Penang,,11651.0,725565.0,15391.0,Accept,9
2,Self_Employed,135305.0,13.0,no,2,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,3.0,,1190727.0,15375.0,Accept,9
2,Self_Employed,475120.0,24.0,yes,2,3,,,4.0,1.0,2,flat,,Penang,3.0,12056.0,1078443.0,,Accept,7
2,Self_Employed,491736.0,12.0,no,2,3,,,4.0,1.0,1,flat,10.0,Penang,,4267.0,1092177.0,19057.0,Accept,9
2,Self_Employed,115947.0,21.0,yes,2,3,,4.0,4.0,1.0,2,flat,10.0,Penang,2.0,12276.0,1335147.0,8782.0,Reject,9
2,Self_Employed,,,no,2,3,16.0,4.0,4.0,1.0,3,flat,,Penang,3.0,10940.0,454085.0,7523.0,Reject,9
2,Self_Employed,571970.0,23.0,yes,2,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,2.0,9304.0,1378054.0,17464.0,Accept,9
2,Self_Employed,106817.0,10.0,no,2,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,3.0,11446.0,744119.0,,Accept,9
2,Self_Employed,365550.0,20.0,yes,2,3,16.0,4.0,,1.0,1,flat,10.0,Penang,2.0,,946170.0,19449.0,Accept,6
2,Self_Employed,415740.0,10.0,no,2,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,,8908.0,1354907.0,,Accept,6
2,Self_Employed,294875.0,13.0,yes,2,3,16.0,4.0,,1.0,3,flat,10.0,Penang,1.0,5055.0,733282.0,17876.0,Accept,8
2,Self_Employed,,21.0,no,2,3,16.0,,4.0,1.0,2,flat,10.0,Penang,2.0,4920.0,1249323.0,,Reject,8
2,Self_Employed,364718.0,13.0,yes,2,3,,4.0,4.0,1.0,1,flat,10.0,Penang,1.0,6111.0,1411937.0,14483.0,Accept,7
2,Self_Employed,456350.0,24.0,no,2,3,,,,1.0,1,flat,10.0,Penang,3.0,7810.0,,19575.0,Accept,8
2,Self_Employed,344139.0,17.0,yes,2,3,16.0,,,1.0,2,flat,10.0,Penang,3.0,5735.0,542902.0,10836.0,Accept,8
2,Self_Employed,530371.0,17.0,no,2,3,,4.0,4.0,,1,flat,10.0,Penang,2.0,8569.0,1427055.0,,Accept,7
2,Self_Employed,228899.0,16.0,yes,2,3,16.0,4.0,,1.0,2,flat,10.0,Penang,,6325.0,665725.0,,Accept,8
2,Self_Employed,444238.0,19.0,no,2,3,,,4.0,,1,flat,,Penang,3.0,12227.0,1297843.0,10876.0,Accept,9
2,Self_Employed,248309.0,23.0,yes,2,3,,4.0,,1.0,1,flat,10.0,Penang,3.0,6857.0,,,Reject,8
2,Self_Employed,407247.0,10.0,no,2,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,2.0,10904.0,1348135.0,16044.0,Accept,6
2,Self_Employed,,13.0,yes,3,4,,4.0,,1.0,1,flat,10.0,Penang,3.0,10389.0,,18428.0,Accept,6
2,Self_Employed,,15.0,no,3,4,16.0,4.0,4.0,,3,flat,10.0,Penang,3.0,11207.0,,,Accept,7
2,Self_Employed,637056.0,17.0,yes,3,4,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,,,1289544.0,,Accept,7
2,Self_Employed,318674.0,16.0,no,3,4,16.0,4.0,,1.0,3,flat,10.0,Penang,1.0,6301.0,532190.0,,Reject,9
2,Self_Employed,,,yes,3,4,,4.0,,,2,flat,,Penang,3.0,12469.0,947103.0,19988.0,Accept,9
2,Self_Employed,443310.0,15.0,no,3,4,16.0,,,1.0,3,flat,10.0,Penang,,10055.0,1172479.0,10639.0,Accept,8
2,Self_Employed,641293.0,22.0,yes,3,4,,4.0,,1.0,1,flat,10.0,Penang,1.0,11808.0,684215.0,,Reject,7
2,Self_Employed,268761.0,15.0,no,3,4,16.0,,4.0,1.0,2,flat,10.0,Penang,3.0,3867.0,1417543.0,,Accept,6
2,Self_Employed,,,yes,3,4,16.0,4.0,4.0,,3,flat,10.0,Penang,,7642.0,1376480.0,15006.0,Accept,8
2,Self_Employed,,,no,3,4,16.0,,4.0,1.0,2,flat,,Penang,1.0,7907.0,859543.0,19317.0,Accept,6
2,Self_Employed,204599.0,19.0,yes,3,4,,,,1.0,3,bungalow,10.0,Penang,3.0,11783.0,1138519.0,17237.0,Reject,9
2,Self_Employed,,14.0,no,3,4,16.0,4.0,4.0,1.0,1,bungalow,,Penang,,10060.0,741383.0,10359.0,Accept,7
2,Self_Employed,,13.0,yes,3,4,,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,10459.0,,9629.0,Accept,6
2,Self_Employed,792056.0,11.0,no,3,4,16.0,,,1.0,3,bungalow,,Penang,1.0,7688.0,437234.0,,Accept,9
2,Self_Employed,350508.0,12.0,yes,3,4,16.0,4.0,4.0,1.0,2,bungalow,,Penang,,8512.0,,14635.0,Reject,7
2,Self_Employed,170164.0,13.0,no,3,4,16.0,,4.0,1.0,2,bungalow,10.0,Penang,2.0,5879.0,687860.0,13862.0,Accept,7
2,Self_Employed,576387.0,11.0,yes,3,4,16.0,,,1.0,2,bungalow,10.0,Penang,3.0,7531.0,606128.0,17337.0,Accept,8
2,Self_Employed,195499.0,13.0,no,3,4,16.0,4.0,4.0,,2,bungalow,10.0,Penang,1.0,,1428551.0,19445.0,Accept,7
2,Self_Employed,,24.0,yes,3,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,1.0,7475.0,1112142.0,14162.0,Accept,9
2,Self_Employed,318438.0,21.0,no,3,4,16.0,,4.0,1.0,1,bungalow,10.0,Penang,2.0,5922.0,1077122.0,,Reject,8
2,Self_Employed,766182.0,16.0,yes,3,4,,4.0,4.0,,2,bungalow,10.0,Penang,,6979.0,435569.0,16292.0,Reject,8
2,Self_Employed,182087.0,16.0,no,3,4,,4.0,,,3,bungalow,,Penang,1.0,,844648.0,18413.0,Accept,6
2,Self_Employed,,15.0,yes,3,4,16.0,4.0,,1.0,1,bungalow,10.0,Penang,3.0,5870.0,1368178.0,,Accept,8
2,Self_Employed,128685.0,19.0,no,3,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,2.0,12096.0,667100.0,10966.0,Reject,8
2,Self_Employed,104585.0,,yes,3,4,16.0,4.0,4.0,1.0,1,bungalow,,Penang,2.0,7727.0,1216289.0,18739.0,Accept,7
2,Self_Employed,293746.0,15.0,no,3,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,8549.0,925539.0,,Accept,8
2,Self_Employed,789501.0,16.0,yes,3,4,,,4.0,,1,bungalow,10.0,Penang,3.0,3861.0,1054870.0,,Accept,7
2,Self_Employed,,21.0,no,3,4,,4.0,4.0,1.0,3,bungalow,,Penang,,5769.0,1118774.0,,Accept,9
2,Self_Employed,340279.0,,yes,3,4,,,,1.0,3,bungalow,10.0,Penang,2.0,7948.0,1365121.0,,Accept,8
2,Self_Employed,130621.0,18.0,no,3,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,7361.0,1340245.0,14186.0,Accept,6
2,Self_Employed,356616.0,14.0,yes,3,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,10163.0,,19850.0,Accept,9
2,Self_Employed,579470.0,,no,3,4,16.0,,4.0,1.0,1,bungalow,10.0,Penang,2.0,8894.0,463220.0,13079.0,Accept,9
2,Self_Employed,500160.0,21.0,yes,3,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,1.0,6968.0,524792.0,,Accept,7
2,Self_Employed,,21.0,no,3,4,16.0,4.0,,,3,bungalow,10.0,Penang,3.0,10755.0,577491.0,13120.0,Accept,7
2,Self_Employed,366043.0,17.0,yes,3,4,16.0,4.0,,1.0,1,bungalow,10.0,Penang,,6616.0,821926.0,12015.0,Accept,9
2,Self_Employed,140661.0,23.0,no,3,4,,4.0,,,1,bungalow,10.0,Penang,1.0,,1079666.0,16238.0,Accept,9
2,Self_Employed,289961.0,12.0,yes,3,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,1.0,,781934.0,9887.0,Reject,7
2,Self_Employed,110315.0,20.0,no,3,4,16.0,4.0,,1.0,1,bungalow,10.0,Penang,,12108.0,548360.0,11231.0,Accept,7
2,Self_Employed,,24.0,yes,3,4,16.0,,,1.0,2,bungalow,10.0,Penang,2.0,12314.0,425664.0,7907.0,Reject,7
2,Self_Employed,,18.0,no,3,4,16.0,,,,1,bungalow,,Penang,3.0,,,13748.0,Accept,7
2,Self_Employed,421538.0,13.0,yes,3,4,16.0,4.0,,1.0,3,bungalow,10.0,Penang,,11293.0,1394323.0,19594.0,Accept,8
2,Self_Employed,596914.0,15.0,no,3,4,,4.0,4.0,1.0,1,bungalow,10.0,Penang,,,,,Accept,6
2,Self_Employed,230648.0,22.0,yes,3,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,2.0,5674.0,1123705.0,8386.0,Accept,6
2,Self_Employed,689778.0,15.0,no,3,4,16.0,,4.0,1.0,2,bungalow,10.0,Penang,2.0,9408.0,930004.0,9679.0,Reject,9
2,Self_Employed,437660.0,19.0,yes,3,4,16.0,4.0,,,2,bungalow,10.0,Penang,2.0,12127.0,1243399.0,8299.0,Accept,8
2,Self_Employed,,24.0,no,3,4,16.0,4.0,,,1,bungalow,,Penang,1.0,,1024380.0,14020.0,Accept,6
2,Self_Employed,,10.0,yes,3,4,16.0,4.0,4.0,,3,bungalow,10.0,Penang,2.0,,,12574.0,Accept,7
2,Self_Employed,300454.0,20.0,no,3,4,16.0,,4.0,1.0,2,bungalow,,Penang,2.0,4171.0,449725.0,,Reject,6
2,Self_Employed,546682.0,,yes,3,4,16.0,,,,2,bungalow,10.0,Penang,,9112.0,447829.0,,Accept,6
2,Self_Employed,748944.0,12.0,no,3,4,,,,,1,bungalow,10.0,Penang,2.0,9597.0,941089.0,8283.0,Accept,7
7,government,,,yes,3,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,5004.0,898073.0,18698.0,Accept,9
7,government,358240.0,19.0,no,3,4,16.0,,,,1,bungalow,10.0,Penang,1.0,,1095865.0,,Accept,7
7,government,342936.0,,yes,3,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,,10079.0,614246.0,18072.0,Accept,6
7,government,,,no,3,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,7190.0,872797.0,,Accept,9
7,government,571653.0,10.0,yes,3,4,,4.0,,,1,bungalow,10.0,Penang,1.0,,744368.0,,Reject,8
7,government,,24.0,no,3,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,,,1024961.0,12785.0,Accept,9
7,government,442070.0,10.0,yes,3,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,,10091.0,636255.0,14236.0,Accept,6
7,government,492520.0,,no,3,4,16.0,4.0,,,2,bungalow,10.0,Penang,3.0,8151.0,895911.0,,Accept,8
7,government,,19.0,yes,3,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,6687.0,1054653.0,11152.0,Accept,8
7,government,,24.0,no,3,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,,4556.0,,17621.0,Accept,9
7,government,319529.0,,yes,3,4,,4.0,,,1,bungalow,10.0,Penang,,6110.0,,18603.0,Accept,8
7,government,334830.0,16.0,no,3,4,,4.0,,,3,bungalow,10.0,Penang,2.0,,1390125.0,9487.0,Accept,9
7,government,107232.0,,yes,3,4,,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,,1041165.0,19764.0,Accept,6
7,government,,,no,3,4,,4.0,4.0,1.0,2,bungalow,10.0,Penang,3.0,7398.0,1272151.0,,Accept,8
7,government,163543.0,23.0,yes,3,4,16.0,4.0,4.0,,1,bungalow,10.0,Penang,2.0,9288.0,604682.0,,Accept,6
7,government,601606.0,11.0,no,3,4,16.0,4.0,4.0,1.0,1,bungalow,,Penang,1.0,5124.0,1200038.0,,Accept,8
7,government,,13.0,yes,3,4,16.0,4.0,,1.0,3,bungalow,10.0,Penang,1.0,8108.0,,,Accept,8
7,government,347803.0,23.0,no,3,4,16.0,4.0,4.0,,1,bungalow,10.0,Penang,1.0,12179.0,581802.0,,Accept,8
7,government,382075.0,23.0,yes,3,4,,4.0,,1.0,2,bungalow,10.0,Penang,2.0,7353.0,867394.0,19087.0,Accept,8
7,government,189774.0,,no,3,4,16.0,4.0,,,1,bungalow,10.0,Penang,3.0,10468.0,649569.0,17657.0,Reject,7
7,government,596777.0,,yes,3,4,16.0,4.0,,1.0,1,bungalow,,Penang,1.0,,1423457.0,,Reject,9
7,government,338180.0,18.0,no,3,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,2.0,12316.0,1090645.0,8436.0,Accept,8
7,government,543164.0,23.0,yes,3,4,16.0,4.0,4.0,1.0,2,bungalow,,Penang,1.0,10217.0,1220179.0,7527.0,Accept,6
7,government,,,no,3,4,16.0,4.0,,1.0,3,bungalow,10.0,Penang,1.0,12097.0,883551.0,,Accept,7
7,government,211980.0,16.0,yes,3,4,16.0,4.0,,,1,bungalow,,Penang,1.0,10013.0,668293.0,,Accept,8
7,government,313808.0,11.0,no,3,4,16.0,4.0,,1.0,2,bungalow,10.0,Penang,3.0,5771.0,1213010.0,18866.0,Accept,8
7,government,584587.0,10.0,yes,3,4,,,4.0,1.0,2,bungalow,10.0,Penang,1.0,6782.0,1104726.0,14545.0,Accept,6
7,government,177579.0,,no,3,4,16.0,4.0,,1.0,3,bungalow,10.0,Penang,,,,16384.0,Accept,6
7,government,333565.0,16.0,yes,3,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,5389.0,788939.0,,Reject,9
7,government,538263.0,11.0,no,3,4,16.0,,,,2,bungalow,10.0,Penang,3.0,3850.0,733442.0,17571.0,Accept,8
7,government,302265.0,22.0,yes,3,4,16.0,,4.0,,1,bungalow,10.0,Penang,3.0,8860.0,618193.0,,Reject,8
7,government,,,no,3,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,3.0,7807.0,1176216.0,,Accept,6
7,government,212735.0,22.0,yes,3,4,16.0,,4.0,1.0,1,bungalow,,Penang,,,576209.0,11186.0,Accept,6
